City;Region;Country;AirQuality;WaterPollution;ph;Hardness;Solids;Chloramines;Sulfate;Conductivity;Organic_carbon;Trihalomethanes;Turbidity;Potability
Heviz;Zala County;Hungary;62.5;37.5;8.289.857.906.323.220;2.224.839.312.141.400;23.884.131.478.628.300;5.533.208.317.774.510;35.495.933.019.478.400;5.147.330.831.520.650;11.205.532.567.231.300;5.731.368.040.508.080;4.289.236.735.135.710;1
Janakpurdham;;Nepal;50;62.5;8.025.220.020.635.540;21.351.972.211.063.400;15.457.498.661.666.300;7.669.540.025.909.630;31.811.439.462.330.700;376.314.445.852.985;942.274.451.470.638;55.459.550.906.941.900;4.134.942.729.310.310;1
Latacunga;Cotopaxi Province;Ecuador;5.833.333.333;9.166.666.667;8.848.927.372.187.070;26.259.832.943.880.800;2.441.786.132.450.140;5.399.012.624.095.740;24.112.629.768.934.100;49.385.548.924.202.300;13.262.439.118.840.200;4.711.299.089.491.510;5.992.325.026.682.800;1
Puerto la Cruz;Anzoategui;Venezuela;25;100;6.438.421.803.670.390;20.253.783.528.957.900;2.644.824.508.746.790;5.775.932.909.898.130;32.245.177.397.062.600;5.672.016.748.697.970;1.264.196.794.870.620;5.570.106.704.669.530;33.803.603.938.404.300;1
Nyeri;;Kenya;87.5;50;;1.797.962.052.126.880;1.702.953.489.268.210;7.018.990.028.324.960;3.716.755.553.128.610;4.046.721.081.170.450;1.159.343.075.084.650;4.650.460.488.901.010;4.459.393.979.995.630;1
Yasuj;Kohgiluyeh and Boyer-Ahmad Province;Iran;0;50;8.205.550.719.357.210;20.466.582.865.290.700;1.741.452.062.317.060;6.839.622.493.454.920;27.677.009.768.526.800;346.540.728.905.403;12.505.601.431.794.600;8.391.674.915.821.960;5.129.527.820.006.000;1
Lukow;Lublin Voivodeship;Poland;62.5;50;8.310.373.671.963.340;2.016.516.668.147.050;23.260.472.004.700.000;9.345.621.329.519.580;33.327.137.021.919.200;29.231.583.653.898.700;12.024.865.993.912.700;6.364.262.026.470.720;3.493.053.886.006.750;1
Litomerice;;Czech Republic;75;50;;24.003.627.870.637.900;2.310.365.353.882.710;8.643.088.653.923.110;3.391.588.774.854.090;4.874.345.547.624.090;1.519.370.366.491.180;8.878.546.912.397.020;3.980.920.352.299.420;1
Hattiesburg;Mississippi;United States of America;8.214.285.714;4.166.666.667;7.833.970.823.584.200;24.083.252.851.804.400;2.569.487.370.551.700;4.300.509.254.913.650;30.176.038.559.076.200;4.427.413.888.492.460;1.688.909.787.583.290;9.689.957.583.486.730;4.814.916.877.070.630;1
Karlovy Vary;;Czech Republic;6.428.571.429;1.666.666.667;8.142.660.400.879.280;22.063.097.214.086.700;20.111.225.947.682.700;74.468.770.564.149.000;3.548.971.312.058.420;36.680.248.357.875.200;19.721.287.663.233.400;5.371.936.605.493.050;4.617.093.489.122.910;1
Penrith;New South Wales;Australia;25;25;5.896.432.475.240.330;1.651.356.577.675.440;2.302.216.894.532.670;7.536.805.720.810.970;35.675.619.100.725.000;40.174.092.136.204.600;18.363.572.810.707.800;8.012.474.608.825.280;4.280.792.929.244.010;1
Whitby;Ontario;Canada;8.653.846.154;1.730.769.231;;22.810.945.922.134.300;15.617.458.576.764.200;6.326.534.002.728.560;3.265.048.926.283.550;40.260.065.718.066.300;14.652.334.166.327.000;803.401.853.769.289;3.490.172.614.179.790;1
Ajax;Ontario;Canada;87.5;3.863.636.364;4.310.701.499.826.130;13.843.189.417.291.500;11.842.757.806.247.500;5.607.450.056.121.150;36.445.849.744.115.700;426.369.592.491.061;19.588.327.119.666.400;48.118.628.732.107;31.723.754.914.035.800;1
Pickering;Ontario;Canada;75;50;7.895.769.121.117.420;16.872.404.736.817.500;2.872.361.762.656.380;9.341.475.229.715.130;35.397.618.125.213.800;5.174.366.759.132.650;1.199.277.232.817.000;7.986.055.183.417.300;4.391.731.338.483.630;1
Des Plaines;Illinois;United States of America;100;50;6.862.995.092.159.000;18.448.065.871.704.600;1.157.911.339.840.140;6.149.493.861.922.860;36.411.020.048.312.900;5.569.562.713.683.230;9.246.907.607.305.440;34.249.780.092.905.900;53.432.850.343.321.000;1
Torreon;Coahuila;Mexico;4.722.222.222;50;630.476.863.013.428;213.656.177.672.167;30.168.606.596.499.000;521.078.044.271.158;;33.911.658.699.813.300;14.947.675.546.011.900;4.357.638.936.552.720;5.109.934.757.659.320;1
Paradise;California;United States of America;75;50;6.578.680.569.429.310;203.408.815.488.612;22.374.824.909.705.900;6.248.929.383.428.640;39.961.721.720.498.500;5.477.021.368.533.110;12.097.919.880.979.400;7.133.848.933.623.170;4.292.042.179.344.560;1
Samokov;Sofia Province;Bulgaria;50;50;896.724.410.982.202;26.647.874.273.309.700;34.446.782.262.145.700;4.909.572.890.246.570;;34.326.555.649.359.000;14.263.396.376.888.500;6.495.967.006.736.960;37.422.559.435.706.300;1
Sohag;Sohag Governorate;Egypt;25;100;;1.664.049.679.641.560;14.202.193.804.903.400;9.006.795.749.280.970;37.053.852.440.320.800;4.934.402.439.630.330;12.453.160.071.677.900;5.980.416.693.404.440;2.848.370.818.146.620;1
Badulla;Uva Province;Sri Lanka;50;50;7.423.088.086.315.850;21.004.619.691.875.900;31.073.031.337.988.600;6.374.708.984.211.270;31.210.316.131.967.400;4.608.942.123.709.670;1.680.599.033.059.860;4.160.790.735.355.790;3.712.681.965.458.990;1
Jagodina;Pomoravlje District;Serbia;3.214.285.714;5.357.142.857;9.166.758.132.730.480;1.845.574.342.751.950;21.736.981.798.520.600;12.227.175.278.872.000;30.452.852.122.400.700;31.758.336.710.620.100;1.677.956.618.034.590;5.105.228.749.289.740;5.429.266.409.418.420;1
Surrey;British Columbia;Canada;7.173.913.043;3.333.333.333;8.468.694.414.938.100;15.195.430.074.578.800;19.148.224.744.060.200;11.930.447.965.564.200;39.080.736.127.034.200;37.499.468.956.000.800;9.901.729.762.761.810;702.699.593.087.864;4.375.598.892.354.400;1
Bansko;Blagoevgrad Province;Bulgaria;100;0;6.486.152.659.745.710;22.480.945.563.366.900;26.807.119.511.805.500;32.679.840.915.011.300;31.907.435.763.965.300;3.828.798.437.483.790;10.665.030.220.511.400;6.372.769.254.030.560;3.246.794.304.771.330;1
Barcelona;Anzoategui;Venezuela;12.5;50;4.439.095.783.352.970;19.015.344.884.856.400;20.864.340.465.449.100;23.866.534.943.935.900;;5.156.312.051.072.600;18.081.002.981.814.300;6.336.308.247.611.040;3.844.230.760.680.540;1
Ambleside;England;United Kingdom;87.5;50;779.278.353.049.359;187.912.476.009.474;21.093.932.204.726.200;10.585.501.376.330.600;3.904.090.696.859.540;4.630.193.727.210.280;11.462.824.962.182.300;8.092.139.826.337.000;4.047.380.786.186.080;1
Everett;Washington;United States of America;8.863.636.364;3.214.285.714;72.052.182.636.461.100;1.889.113.121.257.550;31.315.614.387.158.500;8.323.040.622.441.830;;3.989.188.595.378.210;15.674.209.539.267.700;6.955.110.018.216.350;3.465.331.089.346.420;1
Sumperk;;Czech Republic;75;50;6.569.053.876.389.380;20.873.145.371.693.600;29.123.708.303.808.200;6.765.117.879.792.380;327.697.540.846.151;3.080.860.503.290.920;12.360.291.976.445.300;6.575.017.250.151.430;4.204.699.128.535.810;1
Zory;Silesian Voivodeship;Poland;25;50;;18.225.781.425.767.600;17.540.742.497.737.200;8.422.475.923.153.420;;3.058.275.349.204.150;11.805.005.166.813.000;61.696.112.956.457.100;4.164.772.623.814.820;1
Mersa Matruh;Matrouh Governorate;Egypt;87.5;37.5;4.291.687.729.728.820;1.240.073.498.023.250;18.038.474.365.997.100;8.603.296.502.045.860;;5.485.744.616.651.780;15.682.821.064.266.900;9.186.095.966.811.120;461.608.855.445.448;1
Petrinja;Sisak-Moslavina County;Croatia;75;50;;1.764.136.378.217.570;1.267.467.277.275.360;8.988.476.975.316.270;35.476.811.485.914.700;3.444.204.347.864.150;12.682.868.896.426.300;8.356.735.642.622.150;4.403.876.807.334.030;1
Kutina;Sisak-Moslavina County;Croatia;45;25;4.921.093.903.334.440;1.623.005.936.456.730;14.126.590.529.994.300;6.406.814.395.196.600;3.578.159.294.071.110;33.777.305.146.404.300;21.237.899.126.821.600;6.570.448.052.421.020;3.285.186.850.930.740;1
Novalja;Lika-Senj County;Croatia;50;50;6.727.185.265.204.600;19.743.921.597.682.200;2.601.248.874.565.090;695.200.803.307.596;3.466.287.351.593.670;47.333.007.830.458.400;1.843.783.527.648.160;69.466.289.077.676;4.158.248.534.758.000;1
Agrinio;West Greece Region;Greece;75;50;5.757.088.957.380.860;14.898.914.643.589.700;32.415.733.623.844.500;9.178.560.476.664.660;31.922.293.559.720.600;4.077.417.132.811.490;12.120.955.859.656.600;4.221.884.486.624.450;37.301.854.671.420.900;1
Solihull;England;United Kingdom;100;0;5.842.359.064.086.900;21.732.479.950.557.500;2.964.481.360.596.980;417.910.796.288.259;32.850.392.114.461.000;31.077.117.786.861.000;1.433.539.517.144.850;62.654.955.961.615.500;386.529.596.711.091;1
Ogulin;;Croatia;100;0;8.848.103.019.208.410;24.856.774.041.003.100;1.979.397.186.728.500;9.681.154.302.726.580;32.335.174.895.392.100;41.114.743.309.443.300;1.813.780.484.459.270;6.875.307.438.948.270;30.747.993.058.867.700;0
Delnice;Primorje-Gorski Kotar County;Croatia;100;0;5.866.250.667.826.010;14.686.567.978.891.200;19.679.062.670.213.100;4.868.479.989.471.080;32.001.237.161.717.300;4.144.270.167.181.950;15.522.772.618.167.000;8.440.368.411.231.610;4.281.313.459.019.750;0
Novska;Sisak-Moslavina County;Croatia;100;0;6.020.995.362.815.590;17.850.029.699.591.600;13.095.149.160.657.400;7.944.802.450.122.610;;4.372.989.953.181.800;13.770.783.215.352.800;59.872.433.044.300.900;4.806.016.624.928.020;0
Slunj;;Croatia;100;0;7.529.929.502.630.920;1.718.141.967.737.350;27.062.065.888.519.300;5.029.568.518.180.120;3.782.417.817.104.370;32.509.975.596.843.700;13.786.737.325.791.800;9.724.134.982.418.190;4.585.321.994.452.440;0
Columbia;Maryland;United States of America;100;25;6.649.705.311.159.430;1.905.319.471.341.490;1.619.142.609.113.290;5.254.959.291.073.430;;5.642.031.775.243.210;18.443.031.191.549.600;4.281.536.638.088.430;3.085.178.509.021.310;0
Pingdingshan;Henan;People's Republic of China;15;75;50.977.862.263.180.900;18.281.901.536.015.100;23.590.313.712.325.600;9.128.797.716.662.020;32.633.486.294.038.000;4.455.626.437.926.240;15.137.781.385.031.800;6.860.810.286.180.540;4.829.323.363.639.570;0
Xinxiang;Henan;People's Republic of China;0;100;6.483.994.507.852.920;18.044.505.129.524.100;2.903.278.110.347.400;7.301.735.495.806.880;326.300.097.940.938;3.746.757.382.756.210;1.788.587.725.658.480;7.593.971.569.041.760;26.886.432.854.606.400;0
Jiaozuo;Henan;People's Republic of China;0;50;;25.314.965.119.784.900;120.377.703.855.776;43.843.577.068.519.600;32.541.324.793.204.200;42.238.929.182.341.200;13.168.299.231.900.800;4.005.215.064.769.630;33.999.454.918.012.700;0
Puyang;Henan;People's Republic of China;0;50;5.669.699.209.078.300;19.966.263.682.669.100;9.544.862.670.775.540;8.808.246.917.822.960;3.434.855.329.870.190;3.781.203.925.080.240;21.780.373.104.717.600;8.048.827.410.285.220;19.101.166.454.023.000;0
Xuchang;Henan;People's Republic of China;0;50;8.127.710.424.418.520;20.307.030.851.563.200;13.227.052.382.407.100;6.310.902.368.247.440;3.622.757.069.737.370;4.097.422.237.803.910;18.277.277.264.707.100;7.892.957.895.193.110;4.244.173.211.474.280;0
Luohe;Henan;People's Republic of China;0;50;9.106.916.914.695.540;20.960.961.797.001.800;16.879.524.769.770.700;21.026.909.914.982.500;;29.431.008.075.234.600;806.429.605.288.173;7.019.062.481.642.280;4.186.726.398.762.150;0
Sanmenxia;Henan;People's Republic of China;0;50;7.575.757.883.896.300;20.388.437.279.422.100;20.855.272.321.145.000;8.109.311.853.778.670;3.340.274.201.302.960;5.323.111.875.218.960;14.236.013.174.569.900;7.463.870.560.573.020;3.176.432.526.006.710;0
Nanyang;Henan;People's Republic of China;0;50;8.246.369.053.777.840;2.071.721.680.535.750;3.108.043.207.563.610;6.096.360.029.402.540;3.327.661.559.909.490;36.902.921.276.876;1.753.395.378.837.540;55.030.175.011.088.100;4.433.256.610.390.330;0
Shangqiu;Henan;People's Republic of China;0;50;29.454.690.611.226.800;12.674.810.032.577.200;16.829.393.039.119.600;1.059.739.483.099.460;;45.623.318.950.350.600;1.015.713.862.348.540;7.931.055.731.576.910;506.998.277.048.037;0
Xinyang;Henan;People's Republic of China;0;50;4.964.070.341.569.730;16.828.336.488.858.100;17.694.574.832.976.800;9.725.321.293.204.240;33.363.951.130.624.200;35.306.993.876.447.600;17.293.732.291.907.400;6.725.251.437.219.150;476.170.080.448.234;0
Airdrie;Alberta;Canada;62.5;25;4.991.396.889.652.930;14.162.239.525.456.100;4.449.972.870.971.960;8.260.928.445.702.810;33.550.983.022.723.000;5.347.114.545.006.890;15.350.872.729.456;62.896.558.267.984.000;39.265.987.301.511.800;0
Changde;Hunan;People's Republic of China;0;50;5.045.625.730.051.440;17.970.250.313.503.300;22.557.603.596.394.900;10.120.334.022.861.200;2.964.251.537.591.950;45.029.569.571.087.100;14.215.817.125.508.100;8.206.633.367.292.150;33.317.866.407.748.000;0
Yiyang;Hunan;People's Republic of China;0;50;;20.626.341.782.629.400;18.221.085.342.175.600;6.237.135.144.845.250;35.215.922.580.169.700;5.473.253.177.708.580;11.759.852.211.669.900;6.234.838.795.134.360;3.469.561.085.530.680;0
Chenzhou;Hunan;People's Republic of China;0;50;11.069.456.289.054.500;2.562.019.802.629.070;4.353.602.087.409.110;4.047.620.470.589.580;;43.347.601.134.969.700;1.242.739.492.239.240;5.573.299.125.192.420;488.051.238.141.723;0
Aksu;Xinjiang;People's Republic of China;75;100;57.753.308.887.641;16.972.816.947.711.000;1.471.072.283.062.660;72.618.107.608.561.500;3.592.669.617.856.100;5.356.525.598.606.430;11.772.464.430.288.000;6.729.719.877.784.980;5.164.259.921.170.330;0
Welland;Ontario;Canada;45;45;901.210.031.314.688;2.686.792.987.326.890;13.064.450.591.186.100;76.256.408.106.462.400;3.583.367.600.531.400;5.498.271.420.293.980;120.158.677.727.552;63.698.403.884.468.000;4.962.329.207.225.050;0
Oakville;Ontario;Canada;80;3.333.333.333;4.031.610.444.420.660;14.548.323.895.278.500;15.105.373.098.295.200;8.180.813.359.555.160;33.371.086.998.434.700;34.297.901.255.999.500;13.806.405.504.441.000;8.567.905.323.715.000;403.793.915.512.632;0
Milton;Ontario;Canada;8.181.818.182;2.954.545.455;788.212.394.746.559;235.466.404.746.777;5.477.347.214.769.680;6.476.056.908.865.650;;44.389.473.567.935.600;121.785.204.652.723;3.419.440.434.031.970;5.364.172.169.372.370;0
Panzhihua;Sichuan;People's Republic of China;0;50;8.759.488.714.536.650;21.992.138.996.803.700;33.364.918.122.879.400;5.687.072.312.759.980;32.403.850.572.682.700;4.435.480.064.899.320;17.763.342.833.059.300;7.974.786.822.370.740;28.895.781.098.103.300;0
Luzhou;Sichuan;People's Republic of China;0;50;665.364.951.527.896;17.258.451.220.996.500;3.481.644.453.767.990;828.930.674.549.619;29.361.104.846.860.200;38.947.114.935.714.900;15.872.474.487.317.300;6.797.686.941.341.940;4.871.406.193.456.350;0
Deyang;Sichuan;People's Republic of China;0;50;;1.799.623.511.994.490;2.206.018.687.164.020;829.649.738.530.308;;38.641.764.055.623.000;10.080.115.678.701.500;6.990.483.487.196.700;4.963.535.103.139.460;0
Mianyang;Sichuan;People's Republic of China;1.071.428.571;87.5;4.473.882.085.450.570;1.201.019.079.478.500;3.001.370.074.850.310;6.369.370.881.562.610;;43.374.439.165.589.300;8.510.882.716.914.010;10.023.229.524.245.100;4.893.656.690.689.320;0
Guangyuan;Sichuan;People's Republic of China;0;50;9.349.469.962.360.620;252.148.498.737.014;13.137.490.762.302.600;6.173.823.145.207.700;3.203.239.840.442.830;34.981.608.434.385.600;13.109.897.849.977.900;5.880.129.096.544.760;3.778.022.672.484.780;0
Suining;Sichuan;People's Republic of China;0;50;6.862.936.025.532.800;22.014.788.910.657.200;23.580.657.290.482.400;661.154.340.305.096;28.519.218.096.134.700;32.572.174.702.513.400;13.472.757.758.478.400;8.941.293.484.461.880;38.060.932.559.249.800;0
Leshan;Sichuan;People's Republic of China;0;50;8.261.405.952.114.930;20.818.808.586.628.700;2.487.082.594.127.370;49.250.153.622.087.200;;4.410.525.705.702.470;19.095.663.668.644.000;50.663.149.948.057.300;2.800.428.120.229.170;0
Nanchong;Sichuan;People's Republic of China;0;50;8.860.324.241.725.670;23.362.514.504.456.900;19.550.299.680.482.200;65.190.628.944.638.900;;2.854.124.362.483.410;13.093.262.346.397.300;25.061.904.305.979.800;24.766.744.197.524.400;0
Temple;Texas;United States of America;100;0;7.496.510.679.592.290;20.713.732.804.747.600;3.942.366.606.481.480;849.411.536.940.996;3.254.039.934.454.660;5.695.692.234.467.320;143.139.868.039.122;;33.634.032.575.749.000;0
Yibin;Sichuan;People's Republic of China;0;50;10.164.173.337.271.400;24.360.650.760.422.000;16.522.715.753.614.200;39.921.713.604.859.500;3.108.450.723.294.210;48.769.805.208.173.100;1.722.323.748.837.100;8.387.149.583.721.250;3.530.940.954.727.120;0
Dazhou;Sichuan;People's Republic of China;0;50;;1.674.661.915.078.320;11.532.223.177.828.400;7.709.710.506.907.270;36.100.931.067.502.300;6.253.467.724.892.170;14.151.538.219.348.300;748.311.936.140.564;4.086.175.636.933.560;0
Ya'an;Sichuan;People's Republic of China;0;50;6.039.823.242.055.410;16.402.634.033.157.300;9.943.637.598.533.210;7.723.304.587.478.260;3.507.562.609.485.100;3.747.947.193.794.340;1.666.844.562.078.310;655.426.615.940.809;3.923.766.074.944.680;0
Figueira da Foz;Coimbra;Portugal;93.75;25;;18.348.883.884.863.700;12.675.938.962.030.100;9.777.807.381.254.810;3.198.705.844.996.720;48.244.502.561.272.500;13.309.722.696.880.200;4.685.340.961.872.420;3.240.419.096.520.530;0
Caernarfon;Wales;United Kingdom;62.5;12.5;6.057.904.774.112.310;14.912.279.412.795.000;23.603.501.870.040.200;653.702.822.442.459;3.026.986.306.448.610;39.329.347.792.755.600;17.615.229.350.234.800;5.421.793.925.226.440;4.269.753.245.404.220;0
Sangli;Maharashtra;India;4.722.222.222;62.5;8.005.016.372.063.830;18.723.053.461.680.100;4.934.142.127.856.800;4.339.310.242.341.570;3.006.971.279.883.850;4.373.255.073.049.780;13.972.014.075.596.700;;5.288.776.596.554.310;0
Bellingham;Washington;United States of America;9.473.684.211;30;;19.346.241.984.792.300;1.851.916.249.443.310;8.021.803.498.102.760;;37.431.788.781.035.000;13.749.362.893.214.800;437.447.051.616.086;2.676.593.519.083.000;0
Gmunden;Upper Austria;Austria;100;50;7.038.347.516.788.060;19.959.794.276.028.300;23.951.105.986.571.600;8.229.992.838.553.310;32.048.375.406.450.600;4.196.622.002.369.660;11.964.071.932.725.200;63.925.554.220.585.700;4.575.578.404.717.100;0
Nymburk;;Czech Republic;75;50;;20.256.946.742.508.000;22.256.950.364.593.700;69.135.005.408.949.300;3.049.514.981.066.880;43.419.843.581.607.500;13.696.893.086.033.100;6.420.566.665.026.690;4.478.070.476.621.260;0
Chingola;Copperbelt Province;Zambia;75;100;8.237.091.873.714.280;21.281.856.287.357.400;2.441.497.348.497.340;54.139.779.404.918.500;;44.555.590.080.286.600;12.409.910.386.646.000;4.856.091.384.496.760;36.860.744.730.197.100;0
Alverca do Ribatejo;Lisbon;Portugal;50;0;6.574.083.863.949.980;18.694.421.135.042.300;22.723.809.958.995.000;6.212.264.734.972.430;3.307.896.948.074.790;3.850.189.505.628.820;12.062.533.812.111.300;7.259.527.718.777.940;4.977.323.507.740.180;0
Chico;California;United States of America;72.5;50;7.338.107.609.571.770;18.885.416.928.998.100;3.004.292.850.642.650;7.467.623.828.883.600;3.096.145.601.155.890;46.549.987.066.207.600;11.054.092.867.384.800;47.183.651.378.789.500;3.736.379.595.420.890;0
Alton;Illinois;United States of America;25;75;4.851.103.882.370.320;14.662.723.668.323.700;20.227.643.783.021.300;6.340.534.135.395.830;36.894.121.387.425.600;3.465.203.097.336.010;15.266.726.276.091.000;56.989.925.634.747.800;36.441.068.937.291.100;0
Am Timan;Salamat Region;Chad;100;0;6.917.920.215.961.800;22.333.295.857.436.300;1.786.214.273.245.670;7.995.890.069.063.240;2.994.027.728.640.330;42.894.802.341.203.500;12.230.907.832.026.900;6.883.682.935.020.510;26.914.851.352.386.600;0
